size	x	y
1.01	0.0885579937304075	0.0170454545454545
4.19	0.0934561128526646	0.0454545454545455
1.04	0.0973746081504702	0.0738636363636364
1.97	0.113048589341693	0.102272727272727
3.88	0.0973746081504702	0.130681818181818
1.03	0.177703761755486	0.159090909090909
1.85	0.0699451410658307	0.1875
1.01	0.0905172413793103	0.215909090909091
1.01	0.100313479623824	0.244318181818182
1.05	0.216888714733542	0.272727272727273
2.85	0.0924764890282132	0.301136363636364
1.72	0.115007836990596	0.329545454545455
1.22	0.0914968652037618	0.357954545454545
1.3	0.0905172413793103	0.386363636363636
1.94	0.0895376175548589	0.414772727272727
3	0.115007836990596	0.443181818181818
2.17	0.129702194357367	0.471590909090909
1	0.144396551724138	0.5
3.27	0.0807210031347962	0.528409090909091
4.62	0.110109717868339	0.556818181818182
1.08	0.10423197492163	0.585227272727273
1.08	0.0963949843260188	0.613636363636364
1.03	0.161050156739812	0.642045454545455
1.06	0.107170846394984	0.670454545454545
1.51	0.149294670846395	0.698863636363636
2.47	0.0728840125391849	0.727272727272727
1.04	0.11108934169279	0.755681818181818
1.82	0.109130094043887	0.784090909090909
2.91	0.0865987460815047	0.8125
1.02	0.116967084639498	0.840909090909091
3.81	0.0993338557993731	0.869318181818182
1.13	0.0983542319749216	0.897727272727273
6	0.0973746081504702	0.926136363636364
1.3	0.113048589341693	0.954545454545454
4.05	0.0963949843260188	0.982954545454545
